Class,Mean,Kurtosis,Std,RMS,Variance,Skewness
DENT,153.6517711972276,-0.9751468972176287,60.177361769405124,10.913763952816806,3621.3148695258615,-0.8147167149510417
DENT,155.87078980428018,-0.8975038030155549,58.014588657587,10.880684910134102,3365.692497109022,-0.8273892722234104
DENT,159.99608985113295,-0.8997483778536988,55.24989684616768,10.705930580111007,3052.5511015121697,-0.8016753004716297
DENT,156.74546702786213,-0.8646589377648843,58.198145692543704,10.82373289516926,3387.0241620505435,-0.8743819720338635
DENT,158.96534852884963,-1.0429921427584736,56.706535371736905,10.800786888977434,3215.631153866049,-0.7693842258247451
DENT,149.94032029109772,-1.110471607358294,60.24138236425622,10.90143720039951,3629.0241491565203,-0.7372922707513626
DENT,156.89862240584318,-0.9911380588718308,58.388315362014104,10.79038347995063,3409.195370814012,-0.769351432591178
DENT,153.6517711972276,-0.9751468972176287,60.177361769405124,10.913763952816806,3621.3148695258615,-0.8147167149510417
DENT,162.36455435452015,-0.936297828690837,59.51075911162982,10.770431636370759,3541.530450042431,-0.8390749556191828
DENT,154.98893260965937,-1.0404323201531118,62.177849337365025,10.829469230259779,3866.0849482200642,-0.7865287570136452
DENT,163.61737788084798,-0.9920774656293951,56.69542859392617,10.626552348113671,3214.3716234489807,-0.7786158321700054
DENT,159.42873319007623,-0.7862828360672203,58.19932916273259,10.843715742318398,3387.1619149920957,-0.9073533398652024
DENT,158.18598350663106,-0.7031009354972979,58.64407509734773,10.774427472281758,3439.12754402336,-0.9328184475574266
DENT,156.92921797686296,-1.0066020830525337,60.606232436496676,10.763107928378334,3673.1154101466614,-0.7888193512804768
DENT,163.61737788084798,-0.9920774656293951,56.69542859392617,10.626552348113671,3214.3716234489807,-0.7786158321700054
DENT,154.80016597559938,-1.0481780049424734,60.206892757447356,10.849208127454377,3624.869935506767,-0.7529154828311548
DENT,154.0913888627121,-0.9750311021114246,59.04837920593558,10.911841024955562,3486.711086847966,-0.8094520162303313
DENT,156.89862240584318,-0.9911380588718308,58.388315362014104,10.79038347995063,3409.195370814012,-0.769351432591178
DENT,160.09752833397928,-0.6780299532396281,59.58109737471449,10.800300012115452,3549.90716437521,-0.9240613134877601
DENT,159.34218373386034,-1.0048360501155977,61.644214585459416,10.772961619392065,3800.0091918581675,-0.7902438255039963
DENT,150.81323074722866,-1.048308857610505,61.39251130312237,10.875283434119114,3769.0404441040077,-0.7670674480962967
DENT,151.75237656684683,-0.8884286071668797,60.756004112439605,10.919936797143475,3691.2920357107782,-0.8799715759742961
DENT,154.0913888627121,-0.9750311021114246,59.04837920593558,10.911841024955562,3486.711086847966,-0.8094520162303313
DENT,149.94032029109772,-1.110471607358294,60.24138236425622,10.90143720039951,3629.0241491565203,-0.7372922707513626
DENT,146.6112221504757,-1.2092551512373801,60.96742405846126,10.848667351845151,3717.026796324241,-0.6775512938561015
DENT,154.98893260965937,-1.0404323201531118,62.177849337365025,10.829469230259779,3866.0849482200642,-0.7865287570136452
DENT,165.46458285772687,-0.7316153517985833,56.21698539785832,10.6860453368954,3160.3494472230163,-0.8899526646293788
DENT,158.5576527128151,-0.927218904162062,58.029784346367336,10.814723346445195,3367.4558712858993,-0.8388316388245205
DENT,158.5576527128151,-0.927218904162062,58.029784346367336,10.814723346445195,3367.4558712858993,-0.8388316388245205
DENT,149.90634631031133,-1.1484023537890504,59.25711944343736,10.897379353917733,3511.4062047338025,-0.6920804162499438
DENT,155.87078980428018,-0.8975038030155549,58.014588657587,10.880684910134102,3365.692497109022,-0.8273892722234104
DENT,160.34087329976217,-0.902050973997278,58.860240154277584,10.734530110007832,3464.527871019231,-0.828246962601697
DENT,170.0544593748009,-1.1060845990274946,74.28852593743822,11.110035518234431,5518.785085957431,-0.8924782560230897
DENT,165.46458285772687,-0.7316153517985833,56.21698539785832,10.6860453368954,3160.3494472230163,-0.8899526646293788
DENT,162.36455435452015,-0.936297828690837,59.51075911162982,10.770431636370759,3541.530450042431,-0.8390749556191828
DENT,160.19209245059886,-0.6250723765276343,57.18202765657513,10.825797092266457,3269.784286917323,-0.9527892073765473
DENT,147.69419601379835,-1.1389937894633027,63.81339518202976,10.900947460226453,4072.149404657899,-0.7630043615234302
DENT,156.89862240584318,-0.9911380588718308,58.388315362014104,10.79038347995063,3409.195370814012,-0.769351432591178
DENT,160.34087329976217,-0.902050973997278,58.860240154277584,10.734530110007832,3464.527871019231,-0.828246962601697
DENT,158.5576527128151,-0.927218904162062,58.029784346367336,10.814723346445195,3367.4558712858993,-0.8388316388245205
DENT,152.59929543324876,-1.0487873068022227,63.36894703759657,10.93708831739944,4015.6234486537187,-0.7892049807426963
DENT,149.90634631031133,-1.1484023537890504,59.25711944343736,10.897379353917733,3511.4062047338025,-0.6920804162499438
DENT,149.90634631031133,-1.1484023537890504,59.25711944343736,10.897379353917733,3511.4062047338025,-0.6920804162499438
DENT,149.94032029109772,-1.110471607358294,60.24138236425622,10.90143720039951,3629.0241491565203,-0.7372922707513626
DENT,158.8797398609548,-0.9453204214772013,56.317692259851704,10.822653799265932,3171.6824614753605,-0.8054545181943082
DENT,149.94032029109772,-1.110471607358294,60.24138236425622,10.90143720039951,3629.0241491565203,-0.7372922707513626
DENT,152.0610808953524,-0.8921948709779164,59.34684510510748,10.902302082255716,3522.048023929619,-0.8902574541123777
DENT,150.81323074722866,-1.048308857610505,61.39251130312237,10.875283434119114,3769.0404441040077,-0.7670674480962967
DENT,158.0650739158827,-1.0094335520692337,62.059667088868316,10.792077010270466,3851.4022791811653,-0.7986233097206112
DENT,154.80016597559938,-1.0481780049424734,60.206892757447356,10.849208127454377,3624.869935506767,-0.7529154828311548
DENT,161.07946820117226,-0.8418368940527725,56.67545341878061,10.742424778174133,3212.107020224371,-0.8651788874803757
DENT,161.07946820117226,-0.8418368940527725,56.67545341878061,10.742424778174133,3212.107020224371,-0.8651788874803757
DENT,155.87078980428018,-0.8975038030155549,58.014588657587,10.880684910134102,3365.692497109022,-0.8273892722234104
DENT,147.3597059059706,-1.0852546033199875,62.06845305749828,10.87585483376321,3852.4928649508674,-0.7899926740078139
DENT,160.19209245059886,-0.6250723765276343,57.18202765657513,10.825797092266457,3269.784286917323,-0.9527892073765473
DENT,153.6517711972276,-0.9751468972176287,60.177361769405124,10.913763952816806,3621.3148695258615,-0.8147167149510417
DENT,158.5576527128151,-0.927218904162062,58.029784346367336,10.814723346445195,3367.4558712858993,-0.8388316388245205
DENT,158.18598350663106,-0.7031009354972979,58.64407509734773,10.774427472281758,3439.12754402336,-0.9328184475574266
DENT,155.88184060369724,-1.0561224209710471,61.360113423113944,10.77262553240145,3765.0635192974078,-0.7811875250481988
DENT,158.0650739158827,-1.0094335520692337,62.059667088868316,10.792077010270466,3851.4022791811653,-0.7986233097206112
DENT,154.0913888627121,-0.9750311021114246,59.04837920593558,10.911841024955562,3486.711086847966,-0.8094520162303313
DENT,160.34087329976217,-0.902050973997278,58.860240154277584,10.734530110007832,3464.527871019231,-0.828246962601697
DENT,161.07946820117226,-0.8418368940527725,56.67545341878061,10.742424778174133,3212.107020224371,-0.8651788874803757
DENT,158.18598350663106,-0.7031009354972979,58.64407509734773,10.774427472281758,3439.12754402336,-0.9328184475574266
DENT,158.5576527128151,-0.927218904162062,58.029784346367336,10.814723346445195,3367.4558712858993,-0.8388316388245205
DENT,159.34218373386034,-1.0048360501155977,61.644214585459416,10.772961619392065,3800.0091918581675,-0.7902438255039963
DENT,165.46458285772687,-0.7316153517985833,56.21698539785832,10.6860453368954,3160.3494472230163,-0.8899526646293788
DENT,155.88184060369724,-1.0561224209710471,61.360113423113944,10.77262553240145,3765.0635192974078,-0.7811875250481988
DENT,158.8797398609548,-0.9453204214772013,56.317692259851704,10.822653799265932,3171.6824614753605,-0.8054545181943082
DENT,164.1588480556765,-0.8643549669011863,57.98304549848579,10.725880903810115,3362.0335652794724,-0.871482857235603
DENT,160.34087329976217,-0.902050973997278,58.860240154277584,10.734530110007832,3464.527871019231,-0.828246962601697
DENT,144.3260474015959,-1.107632529003166,65.12556154282154,10.975111691343182,4241.338766267836,-0.761972364067858
DENT,170.0544593748009,-1.1060845990274946,74.28852593743822,11.110035518234431,5518.785085957431,-0.8924782560230897
DENT,160.19209245059886,-0.6250723765276343,57.18202765657513,10.825797092266457,3269.784286917323,-0.9527892073765473
DENT,156.92921797686296,-1.0066020830525337,60.606232436496676,10.763107928378334,3673.1154101466614,-0.7888193512804768
DENT,156.74546702786213,-0.8646589377648843,58.198145692543704,10.82373289516926,3387.0241620505435,-0.8743819720338635
DENT,147.69419601379835,-1.1389937894633027,63.81339518202976,10.900947460226453,4072.149404657899,-0.7630043615234302
DENT,152.59929543324876,-1.0487873068022227,63.36894703759657,10.93708831739944,4015.6234486537187,-0.7892049807426963
DENT,154.80016597559938,-1.0481780049424734,60.206892757447356,10.849208127454377,3624.869935506767,-0.7529154828311548
DENT,165.19962215830662,-0.7926586109223308,55.46510133688006,10.682531149851947,3076.3774663103745,-0.8785394331817808
DENT,146.6112221504757,-1.2092551512373801,60.96742405846126,10.848667351845151,3717.026796324241,-0.6775512938561015
DENT,152.0610808953524,-0.8921948709779164,59.34684510510748,10.902302082255716,3522.048023929619,-0.8902574541123777
DENT,156.92921797686296,-1.0066020830525337,60.606232436496676,10.763107928378334,3673.1154101466614,-0.7888193512804768
DENT,150.81323074722866,-1.048308857610505,61.39251130312237,10.875283434119114,3769.0404441040077,-0.7670674480962967
DENT,159.42873319007623,-0.7862828360672203,58.19932916273259,10.843715742318398,3387.1619149920957,-0.9073533398652024
DENT,154.0913888627121,-0.9750311021114246,59.04837920593558,10.911841024955562,3486.711086847966,-0.8094520162303313
DENT,170.0544593748009,-1.1060845990274946,74.28852593743822,11.110035518234431,5518.785085957431,-0.8924782560230897
DENT,160.09752833397928,-0.6780299532396281,59.58109737471449,10.800300012115452,3549.90716437521,-0.9240613134877601
DENT,162.36455435452015,-0.936297828690837,59.51075911162982,10.770431636370759,3541.530450042431,-0.8390749556191828
DENT,144.3260474015959,-1.107632529003166,65.12556154282154,10.975111691343182,4241.338766267836,-0.761972364067858
DENT,158.5576527128151,-0.927218904162062,58.029784346367336,10.814723346445195,3367.4558712858993,-0.8388316388245205
DENT,158.96534852884963,-1.0429921427584736,56.706535371736905,10.800786888977434,3215.631153866049,-0.7693842258247451
DENT,156.92921797686296,-1.0066020830525337,60.606232436496676,10.763107928378334,3673.1154101466614,-0.7888193512804768
DENT,158.18598350663106,-0.7031009354972979,58.64407509734773,10.774427472281758,3439.12754402336,-0.9328184475574266
DENT,163.61737788084798,-0.9920774656293951,56.69542859392617,10.626552348113671,3214.3716234489807,-0.7786158321700054
DENT,159.99608985113295,-0.8997483778536988,55.24989684616768,10.705930580111007,3052.5511015121697,-0.8016753004716297
DENT,165.46458285772687,-0.7316153517985833,56.21698539785832,10.6860453368954,3160.3494472230163,-0.8899526646293788
DENT,153.6517711972276,-0.9751468972176287,60.177361769405124,10.913763952816806,3621.3148695258615,-0.8147167149510417
DENT,164.1588480556765,-0.8643549669011863,57.98304549848579,10.725880903810115,3362.0335652794724,-0.871482857235603
DENT,158.0650739158827,-1.0094335520692337,62.059667088868316,10.792077010270466,3851.4022791811653,-0.7986233097206112
DENT,147.3597059059706,-1.0852546033199875,62.06845305749828,10.87585483376321,3852.4928649508674,-0.7899926740078139
DENT,152.59929543324876,-1.0487873068022227,63.36894703759657,10.93708831739944,4015.6234486537187,-0.7892049807426963
DENT,155.88184060369724,-1.0561224209710471,61.360113423113944,10.77262553240145,3765.0635192974078,-0.7811875250481988
DENT,158.0650739158827,-1.0094335520692337,62.059667088868316,10.792077010270466,3851.4022791811653,-0.7986233097206112
DENT,163.61737788084798,-0.9920774656293951,56.69542859392617,10.626552348113671,3214.3716234489807,-0.7786158321700054
DENT,156.89862240584318,-0.9911380588718308,58.388315362014104,10.79038347995063,3409.195370814012,-0.769351432591178
DENT,151.75237656684683,-0.8884286071668797,60.756004112439605,10.919936797143475,3691.2920357107782,-0.8799715759742961
DENT,159.42873319007623,-0.7862828360672203,58.19932916273259,10.843715742318398,3387.1619149920957,-0.9073533398652024
DENT,170.0544593748009,-1.1060845990274946,74.28852593743822,11.110035518234431,5518.785085957431,-0.8924782560230897
DENT,160.19209245059886,-0.6250723765276343,57.18202765657513,10.825797092266457,3269.784286917323,-0.9527892073765473
DENT,165.19962215830662,-0.7926586109223308,55.46510133688006,10.682531149851947,3076.3774663103745,-0.8785394331817808
DENT,165.19962215830662,-0.7926586109223308,55.46510133688006,10.682531149851947,3076.3774663103745,-0.8785394331817808
DENT,154.98893260965937,-1.0404323201531118,62.177849337365025,10.829469230259779,3866.0849482200642,-0.7865287570136452
DENT,151.75237656684683,-0.8884286071668797,60.756004112439605,10.919936797143475,3691.2920357107782,-0.8799715759742961
DENT,156.74546702786213,-0.8646589377648843,58.198145692543704,10.82373289516926,3387.0241620505435,-0.8743819720338635
DENT,144.3260474015959,-1.107632529003166,65.12556154282154,10.975111691343182,4241.338766267836,-0.761972364067858
DENT,147.69419601379835,-1.1389937894633027,63.81339518202976,10.900947460226453,4072.149404657899,-0.7630043615234302
DENT,144.3260474015959,-1.107632529003166,65.12556154282154,10.975111691343182,4241.338766267836,-0.761972364067858
DENT,158.8797398609548,-0.9453204214772013,56.317692259851704,10.822653799265932,3171.6824614753605,-0.8054545181943082
DENT,151.75237656684683,-0.8884286071668797,60.756004112439605,10.919936797143475,3691.2920357107782,-0.8799715759742961
DENT,155.87078980428018,-0.8975038030155549,58.014588657587,10.880684910134102,3365.692497109022,-0.8273892722234104
DENT,161.07946820117226,-0.8418368940527725,56.67545341878061,10.742424778174133,3212.107020224371,-0.8651788874803757
DENT,147.69419601379835,-1.1389937894633027,63.81339518202976,10.900947460226453,4072.149404657899,-0.7630043615234302
DENT,159.42873319007623,-0.7862828360672203,58.19932916273259,10.843715742318398,3387.1619149920957,-0.9073533398652024
DENT,165.19962215830662,-0.7926586109223308,55.46510133688006,10.682531149851947,3076.3774663103745,-0.8785394331817808
DENT,147.3597059059706,-1.0852546033199875,62.06845305749828,10.87585483376321,3852.4928649508674,-0.7899926740078139
DENT,152.59929543324876,-1.0487873068022227,63.36894703759657,10.93708831739944,4015.6234486537187,-0.7892049807426963
DENT,154.80016597559938,-1.0481780049424734,60.206892757447356,10.849208127454377,3624.869935506767,-0.7529154828311548
DENT,146.6112221504757,-1.2092551512373801,60.96742405846126,10.848667351845151,3717.026796324241,-0.6775512938561015
DENT,160.09752833397928,-0.6780299532396281,59.58109737471449,10.800300012115452,3549.90716437521,-0.9240613134877601
DENT,152.0610808953524,-0.8921948709779164,59.34684510510748,10.902302082255716,3522.048023929619,-0.8902574541123777
DENT,159.99608985113295,-0.8997483778536988,55.24989684616768,10.705930580111007,3052.5511015121697,-0.8016753004716297
DENT,149.90634631031133,-1.1484023537890504,59.25711944343736,10.897379353917733,3511.4062047338025,-0.6920804162499438
DENT,158.96534852884963,-1.0429921427584736,56.706535371736905,10.800786888977434,3215.631153866049,-0.7693842258247451
DENT,159.34218373386034,-1.0048360501155977,61.644214585459416,10.772961619392065,3800.0091918581675,-0.7902438255039963
DENT,154.98893260965937,-1.0404323201531118,62.177849337365025,10.829469230259779,3866.0849482200642,-0.7865287570136452
DENT,152.0610808953524,-0.8921948709779164,59.34684510510748,10.902302082255716,3522.048023929619,-0.8902574541123777
DENT,158.96534852884963,-1.0429921427584736,56.706535371736905,10.800786888977434,3215.631153866049,-0.7693842258247451
DENT,162.36455435452015,-0.936297828690837,59.51075911162982,10.770431636370759,3541.530450042431,-0.8390749556191828
DENT,158.8797398609548,-0.9453204214772013,56.317692259851704,10.822653799265932,3171.6824614753605,-0.8054545181943082
DENT,155.88184060369724,-1.0561224209710471,61.360113423113944,10.77262553240145,3765.0635192974078,-0.7811875250481988
DENT,147.3597059059706,-1.0852546033199875,62.06845305749828,10.87585483376321,3852.4928649508674,-0.7899926740078139
DENT,156.74546702786213,-0.8646589377648843,58.198145692543704,10.82373289516926,3387.0241620505435,-0.8743819720338635
DENT,146.6112221504757,-1.2092551512373801,60.96742405846126,10.848667351845151,3717.026796324241,-0.6775512938561015
DENT,159.34218373386034,-1.0048360501155977,61.644214585459416,10.772961619392065,3800.0091918581675,-0.7902438255039963
DENT,164.1588480556765,-0.8643549669011863,57.98304549848579,10.725880903810115,3362.0335652794724,-0.871482857235603
DENT,159.99608985113295,-0.8997483778536988,55.24989684616768,10.705930580111007,3052.5511015121697,-0.8016753004716297
DENT,160.09752833397928,-0.6780299532396281,59.58109737471449,10.800300012115452,3549.90716437521,-0.9240613134877601
DENT,150.81323074722866,-1.048308857610505,61.39251130312237,10.875283434119114,3769.0404441040077,-0.7670674480962967
DENT,164.1588480556765,-0.8643549669011863,57.98304549848579,10.725880903810115,3362.0335652794724,-0.871482857235603
GOOD,161.14992429561576,-1.0162840946484533,61.84235636135217,10.614983663521581,3824.477040324475,-0.8146833339985922
GOOD,148.44789968862153,-1.1015805216894952,58.75250083857564,10.994596472023945,3451.8563547868316,-0.7256685222826542
GOOD,140.46375364336683,-1.125799890753471,66.70110502762216,11.117272209167128,4449.037411905883,-0.7857672992082289
GOOD,145.27804280856463,-1.1764269440428263,65.28928397472814,10.979461526129445,4262.6906019326925,-0.7614840177214292
GOOD,154.0152495473996,-1.1260257456128746,58.35605734543375,10.799840565577977,3405.429428903552,-0.7072118592998107
GOOD,148.46899479907728,-1.0978000206872722,65.9483206230106,10.778054261640158,4349.180992995406,-0.782376960807585
GOOD,155.3617653373134,-1.0904844462931176,57.898884220868894,10.790846930740228,3352.2807940215807,-0.7312392630499781
GOOD,153.24650785945232,-1.1352146569901878,58.59186934535686,10.874635485579152,3433.007153383369,-0.6974634521918781
GOOD,150.97545074221156,-1.100598328240363,58.138574422299584,10.886452828224002,3380.0938358572675,-0.7152904828597755
GOOD,154.0152495473996,-1.1260257456128746,58.35605734543375,10.799840565577977,3405.429428903552,-0.7072118592998107
GOOD,146.54102329830215,-1.2087852925891163,65.23715883562085,10.955351600108072,4255.886892944022,-0.685547048759121
GOOD,144.3607031034318,-1.3040551979395059,64.21277928748418,10.944215828768169,4123.281023823158,-0.6607323261401263
GOOD,148.44789968862153,-1.1015805216894952,58.75250083857564,10.994596472023945,3451.8563547868316,-0.7256685222826542
GOOD,138.9434457722345,-1.2201138165540806,63.151500053213056,10.944652767146872,3988.1119589709688,-0.6893360664735871
GOOD,146.91761104968782,-1.2447292248454727,62.596668480413015,10.881395751040253,3918.342904846732,-0.6736104335402708
GOOD,148.66634059971543,-1.1188868938847627,59.74853341365718,11.02862700153514,3569.887245082908,-0.7255652097296373
GOOD,155.06973696086135,-1.137685365071347,58.553620732639985,10.742391132712939,3428.5265009018467,-0.7164611325230835
GOOD,146.91761104968782,-1.2447292248454727,62.596668480413015,10.881395751040253,3918.342904846732,-0.6736104335402708
GOOD,149.77004731067765,-1.3051373139434417,64.03740530763471,10.796007317696121,4100.789278534282,-0.6491024397095728
GOOD,140.12210380542695,-1.2699671112578428,65.94344248161329,11.132057594543134,4348.53760632584,-0.6604492721964313
GOOD,148.64180270670963,-1.227024089299493,62.09158365755582,10.813597124171428,3855.364761103253,-0.6587750294163561
GOOD,155.06973696086135,-1.137685365071347,58.553620732639985,10.742391132712939,3428.5265009018467,-0.7164611325230835
GOOD,153.9194162251269,-1.0549219002952364,59.404588381407514,10.813474109939852,3528.9051207644566,-0.7492350562693944
GOOD,153.24650785945232,-1.1352146569901878,58.59186934535686,10.874635485579152,3433.007153383369,-0.6974634521918781
GOOD,144.3607031034318,-1.3040551979395059,64.21277928748418,10.944215828768169,4123.281023823158,-0.6607323261401263
GOOD,144.31093041567564,-1.198425661902708,65.96722563799244,11.105303091966979,4351.674858373808,-0.7349500016218732
GOOD,148.92857026720677,-1.2179702118598246,62.632183496323,10.74155150648815,3922.7904095170757,-0.6406728582289439
GOOD,147.22761336909895,-1.1711042609636932,65.10759467395494,11.064599911669827,4238.998884228005,-0.7295000267561913
GOOD,161.14992429561576,-1.0162840946484533,61.84235636135217,10.614983663521581,3824.477040324475,-0.8146833339985922
GOOD,146.54102329830215,-1.2087852925891163,65.23715883562085,10.955351600108072,4255.886892944022,-0.685547048759121
GOOD,148.44789968862153,-1.1015805216894952,58.75250083857564,10.994596472023945,3451.8563547868316,-0.7256685222826542
GOOD,155.14635898909512,-1.157471803365689,58.992288552907965,10.68882494470657,3480.090108709556,-0.6882433390423852
GOOD,154.34096778507188,-1.0463857467945907,58.99065424037519,10.86900153537308,3479.8972877074957,-0.7679863104632795
GOOD,154.34096778507188,-1.0463857467945907,58.99065424037519,10.86900153537308,3479.8972877074957,-0.7679863104632795
GOOD,149.77004731067765,-1.3051373139434417,64.03740530763471,10.796007317696121,4100.789278534282,-0.6491024397095728
GOOD,140.12210380542695,-1.2699671112578428,65.94344248161329,11.132057594543134,4348.53760632584,-0.6604492721964313
GOOD,146.51627071874535,-1.114382221118609,67.16375534247395,10.914367764389818,4510.970031703699,-0.764108304322809
GOOD,153.9194162251269,-1.0549219002952364,59.404588381407514,10.813474109939852,3528.9051207644566,-0.7492350562693944
GOOD,148.64180270670963,-1.227024089299493,62.09158365755582,10.813597124171428,3855.364761103253,-0.6587750294163561
GOOD,140.46427094836375,-1.171318426230763,69.2186221951115,11.153441431430503,4791.217658589582,-0.7593262810652748
GOOD,146.54102329830215,-1.2087852925891163,65.23715883562085,10.955351600108072,4255.886892944022,-0.685547048759121
GOOD,145.27804280856463,-1.1764269440428263,65.28928397472814,10.979461526129445,4262.6906019326925,-0.7614840177214292
GOOD,144.91783618852068,-1.2122519925391777,64.49533091390428,11.081828790797458,4159.647709694017,-0.6943347611184343
GOOD,161.14992429561576,-1.0162840946484533,61.84235636135217,10.614983663521581,3824.477040324475,-0.8146833339985922
GOOD,138.9434457722345,-1.2201138165540806,63.151500053213056,10.944652767146872,3988.1119589709688,-0.6893360664735871
GOOD,154.54216002543058,-1.082390632777735,58.802723304626795,10.757936652827444,3457.7602680404993,-0.7351004645302087
GOOD,144.5365206045998,-1.376579306171863,65.57011808855349,10.916607279441969,4299.440386146849,-0.6107998213006388
GOOD,147.72997035865595,-1.1960129039217284,61.3034409593022,10.959068443878875,3758.111873450651,-0.6781120526822796
GOOD,146.54102329830215,-1.2087852925891163,65.23715883562085,10.955351600108072,4255.886892944022,-0.685547048759121
GOOD,154.54216002543058,-1.082390632777735,58.802723304626795,10.757936652827444,3457.7602680404993,-0.7351004645302087
GOOD,154.54216002543058,-1.082390632777735,58.802723304626795,10.757936652827444,3457.7602680404993,-0.7351004645302087
GOOD,144.91783618852068,-1.2122519925391777,64.49533091390428,11.081828790797458,4159.647709694017,-0.6943347611184343
GOOD,144.3607031034318,-1.3040551979395059,64.21277928748418,10.944215828768169,4123.281023823158,-0.6607323261401263
GOOD,154.34096778507188,-1.0463857467945907,58.99065424037519,10.86900153537308,3479.8972877074957,-0.7679863104632795
